ProductCode,TierID,PlanCode,PlanName,Age,InsuredPattern,SumInsured,Tenure,Rate
HSP   ,2,NSS00357            ,SilverSmart                   ,83,1000,300000,2,78084
HSP   ,2,NSS00358            ,SilverSmart                   ,84,1000,300000,2,78084
HSP   ,2,NSS00359            ,SilverSmart                   ,85,1000,300000,2,78084
HSP   ,2,NSS00360            ,SilverSmart                   ,86,1000,300000,2,78084
HSP   ,2,NSS00361            ,SilverSmart                   ,87,1000,300000,2,78084
HSP   ,2,NSS00362            ,SilverSmart                   ,88,1000,300000,2,78084
HSP   ,2,NSS00363            ,SilverSmart                   ,89,1000,300000,2,78084
HSP   ,2,NSS00364            ,SilverSmart                   ,90,1000,300000,2,78084
HSP   ,1,NSS00365            ,SilverSmart                   ,0,1000,300000,3,19701
HSP   ,1,NSS00366            ,SilverSmart                   ,1,1000,300000,3,19701
HSP   ,1,NSS00367            ,SilverSmart                   ,2,1000,300000,3,19701
HSP   ,1,NSS00368            ,SilverSmart                   ,3,1000,300000,3,19701
HSP   ,1,NSS00369            ,SilverSmart                   ,4,1000,300000,3,19701
HSP   ,1,NSS00370            ,SilverSmart                   ,5,1000,300000,3,19701
HSP   ,1,NSS00371            ,SilverSmart                   ,6,1000,300000,3,19701
HSP   ,1,NSS00372            ,SilverSmart                   ,7,1000,300000,3,19701
HSP   ,1,NSS00373            ,SilverSmart                   ,8,1000,300000,3,19701
HSP   ,1,NSS00374            ,SilverSmart                   ,9,1000,300000,3,19701
HSP   ,1,NSS00375            ,SilverSmart                   ,10,1000,300000,3,19701
HSP   ,1,NSS00376            ,SilverSmart                   ,11,1000,300000,3,19701
HSP   ,1,NSS00377            ,SilverSmart                   ,12,1000,300000,3,19701
HSP   ,1,NSS00378            ,SilverSmart                   ,13,1000,300000,3,19701
HSP   ,1,NSS00379            ,SilverSmart                   ,14,1000,300000,3,19701
HSP   ,1,NSS00380            ,SilverSmart                   ,15,1000,300000,3,19701
HSP   ,1,NSS00381            ,SilverSmart                   ,16,1000,300000,3,21972
HSP   ,1,NSS00382            ,SilverSmart                   ,17,1000,300000,3,24243
HSP   ,1,NSS00383            ,SilverSmart                   ,18,1000,300000,3,26514
HSP   ,1,NSS00384            ,SilverSmart                   ,19,1000,300000,3,26514
HSP   ,1,NSS00385            ,SilverSmart                   ,20,1000,300000,3,26514
HSP   ,1,NSS00386            ,SilverSmart                   ,21,1000,300000,3,26514
HSP   ,1,NSS00387            ,SilverSmart                   ,22,1000,300000,3,26514
HSP   ,1,NSS00388            ,SilverSmart                   ,23,1000,300000,3,26514
HSP   ,1,NSS00389            ,SilverSmart                   ,24,1000,300000,3,26514
HSP   ,1,NSS00390            ,SilverSmart                   ,25,1000,300000,3,26514
HSP   ,1,NSS00391            ,SilverSmart                   ,26,1000,300000,3,26514
HSP   ,1,NSS00392            ,SilverSmart                   ,27,1000,300000,3,26514
HSP   ,1,NSS00393            ,SilverSmart                   ,28,1000,300000,3,26514
HSP   ,1,NSS00394            ,SilverSmart                   ,29,1000,300000,3,26514
HSP   ,1,NSS00395            ,SilverSmart                   ,30,1000,300000,3,26514
HSP   ,1,NSS00396            ,SilverSmart                   ,31,1000,300000,3,26514
HSP   ,1,NSS00397            ,SilverSmart                   ,32,1000,300000,3,26514
HSP   ,1,NSS00398            ,SilverSmart                   ,33,1000,300000,3,26514
HSP   ,1,NSS00399            ,SilverSmart                   ,34,1000,300000,3,28718
HSP   ,1,NSS00400            ,SilverSmart                   ,35,1000,300000,3,30922
HSP   ,1,NSS00401            ,SilverSmart                   ,36,1000,300000,3,33126
HSP   ,1,NSS00402            ,SilverSmart                   ,37,1000,300000,3,33126
HSP   ,1,NSS00403            ,SilverSmart                   ,38,1000,300000,3,33126
HSP   ,1,NSS00404            ,SilverSmart                   ,39,1000,300000,3,33126
HSP   ,1,NSS00405            ,SilverSmart                   ,40,1000,300000,3,33126
HSP   ,1,NSS00406            ,SilverSmart                   ,41,1000,300000,3,33126
HSP   ,1,NSS00407            ,SilverSmart                   ,42,1000,300000,3,33126
HSP   ,1,NSS00408            ,SilverSmart                   ,43,1000,300000,3,33126
HSP   ,1,NSS00409            ,SilverSmart                   ,44,1000,300000,3,36337
HSP   ,1,NSS00410            ,SilverSmart                   ,45,1000,300000,3,39548
HSP   ,1,NSS00411            ,SilverSmart                   ,46,1000,300000,3,42759
HSP   ,1,NSS00412            ,SilverSmart                   ,47,1000,300000,3,42759
HSP   ,1,NSS00413            ,SilverSmart                   ,48,1000,300000,3,42759
HSP   ,1,NSS00414            ,SilverSmart                   ,49,1000,300000,3,47121
HSP   ,1,NSS00415            ,SilverSmart                   ,50,1000,300000,3,51483
HSP   ,1,NSS00416            ,SilverSmart                   ,51,1000,300000,3,55845
HSP   ,1,NSS00417            ,SilverSmart                   ,52,1000,300000,3,55845
HSP   ,1,NSS00418            ,SilverSmart                   ,53,1000,300000,3,55845
HSP   ,1,NSS00419            ,SilverSmart                   ,54,1000,300000,3,59337
HSP   ,1,NSS00420            ,SilverSmart                   ,55,1000,300000,3,62829
HSP   ,1,NSS00421            ,SilverSmart                   ,56,1000,300000,3,66321
HSP   ,1,NSS00422            ,SilverSmart                   ,57,1000,300000,3,66321
HSP   ,1,NSS00423            ,SilverSmart                   ,58,1000,300000,3,66321
HSP   ,1,NSS00424            ,SilverSmart                   ,59,1000,300000,3,74630
HSP   ,1,NSS00425            ,SilverSmart                   ,60,1000,300000,3,82939
HSP   ,1,NSS00426            ,SilverSmart                   ,61,1000,300000,3,91248
HSP   ,1,NSS00427            ,SilverSmart                   ,62,1000,300000,3,91248
HSP   ,1,NSS00428            ,SilverSmart                   ,63,1000,300000,3,91248
HSP   ,1,NSS00429            ,SilverSmart                   ,64,1000,300000,3,99359
HSP   ,1,NSS00430            ,SilverSmart                   ,65,1000,300000,3,107470
HSP   ,1,NSS00431            ,SilverSmart                   ,66,1000,300000,3,115581
HSP   ,1,NSS00432            ,SilverSmart                   ,67,1000,300000,3,115581
HSP   ,1,NSS00433            ,SilverSmart                   ,68,1000,300000,3,115581
HSP   ,1,NSS00434            ,SilverSmart                   ,69,1000,300000,3,126462
HSP   ,1,NSS00435            ,SilverSmart                   ,70,1000,300000,3,137343
HSP   ,1,NSS00436            ,SilverSmart                   ,71,1000,300000,3,148224
HSP   ,1,NSS00437            ,SilverSmart                   ,72,1000,300000,3,148224
HSP   ,1,NSS00438            ,SilverSmart                   ,73,1000,300000,3,148224
HSP   ,1,NSS00439            ,SilverSmart                   ,74,1000,300000,3,148224
HSP   ,1,NSS00440            ,SilverSmart                   ,75,1000,300000,3,148224
HSP   ,1,NSS00441            ,SilverSmart                   ,76,1000,300000,3,148224
HSP   ,1,NSS00442            ,SilverSmart                   ,77,1000,300000,3,148224
HSP   ,1,NSS00443            ,SilverSmart                   ,78,1000,300000,3,148224
HSP   ,1,NSS00444            ,SilverSmart                   ,79,1000,300000,3,148224
HSP   ,1,NSS00445            ,SilverSmart                   ,80,1000,300000,3,148224
HSP   ,1,NSS00446            ,SilverSmart                   ,81,1000,300000,3,148224
HSP   ,1,NSS00447            ,SilverSmart                   ,82,1000,300000,3,148224
HSP   ,1,NSS00448            ,SilverSmart                   ,83,1000,300000,3,148224
HSP   ,1,NSS00449            ,SilverSmart                   ,84,1000,300000,3,148224
HSP   ,1,NSS00450            ,SilverSmart                   ,85,1000,300000,3,148224
HSP   ,1,NSS00451            ,SilverSmart                   ,86,1000,300000,3,148224
HSP   ,1,NSS00452            ,SilverSmart                   ,87,1000,300000,3,148224
HSP   ,1,NSS00453            ,SilverSmart                   ,88,1000,300000,3,148224
HSP   ,1,NSS00454            ,SilverSmart                   ,89,1000,300000,3,148224
HSP   ,1,NSS00455            ,SilverSmart                   ,90,1000,300000,3,148224
HSP   ,2,NSS00456            ,SilverSmart                   ,0,1000,300000,3,15192
HSP   ,2,NSS00457            ,SilverSmart                   ,1,1000,300000,3,15192
HSP   ,2,NSS00458            ,SilverSmart                   ,2,1000,300000,3,15192
HSP   ,2,NSS00459            ,SilverSmart                   ,3,1000,300000,3,15192
HSP   ,2,NSS00460            ,SilverSmart                   ,4,1000,300000,3,15192
HSP   ,2,NSS00461            ,SilverSmart                   ,5,1000,300000,3,15192
HSP   ,2,NSS00462            ,SilverSmart                   ,6,1000,300000,3,15192
HSP   ,2,NSS00463            ,SilverSmart                   ,7,1000,300000,3,15192
HSP   ,2,NSS00464            ,SilverSmart                   ,8,1000,300000,3,15192
HSP   ,2,NSS00465            ,SilverSmart                   ,9,1000,300000,3,15192
HSP   ,2,NSS00466            ,SilverSmart                   ,10,1000,300000,3,15192
HSP   ,2,NSS00467            ,SilverSmart                   ,11,1000,300000,3,15192
HSP   ,2,NSS00468            ,SilverSmart                   ,12,1000,300000,3,15192
HSP   ,2,NSS00469            ,SilverSmart                   ,13,1000,300000,3,15192
HSP   ,2,NSS00470            ,SilverSmart                   ,14,1000,300000,3,15192
HSP   ,2,NSS00471            ,SilverSmart                   ,15,1000,300000,3,15192
HSP   ,2,NSS00472            ,SilverSmart                   ,16,1000,300000,3,16855
HSP   ,2,NSS00473            ,SilverSmart                   ,17,1000,300000,3,18518
HSP   ,2,NSS00474            ,SilverSmart                   ,18,1000,300000,3,20181
HSP   ,2,NSS00475            ,SilverSmart                   ,19,1000,300000,3,20181
HSP   ,2,NSS00476            ,SilverSmart                   ,20,1000,300000,3,20181
HSP   ,2,NSS00477            ,SilverSmart                   ,21,1000,300000,3,20181
HSP   ,2,NSS00478            ,SilverSmart                   ,22,1000,300000,3,20181
HSP   ,2,NSS00479            ,SilverSmart                   ,23,1000,300000,3,20181
HSP   ,2,NSS00480            ,SilverSmart                   ,24,1000,300000,3,20181
HSP   ,2,NSS00481            ,SilverSmart                   ,25,1000,300000,3,20181
HSP   ,2,NSS00482            ,SilverSmart                   ,26,1000,300000,3,20181
HSP   ,2,NSS00483            ,SilverSmart                   ,27,1000,300000,3,20181
HSP   ,2,NSS00484            ,SilverSmart                   ,28,1000,300000,3,20181
HSP   ,2,NSS00485            ,SilverSmart                   ,29,1000,300000,3,20181
HSP   ,2,NSS00486            ,SilverSmart                   ,30,1000,300000,3,20181
HSP   ,2,NSS00487            ,SilverSmart                   ,31,1000,300000,3,20181
HSP   ,2,NSS00488            ,SilverSmart                   ,32,1000,300000,3,20181
HSP   ,2,NSS00489            ,SilverSmart                   ,33,1000,300000,3,20181
HSP   ,2,NSS00490            ,SilverSmart                   ,34,1000,300000,3,21736
HSP   ,2,NSS00491            ,SilverSmart                   ,35,1000,300000,3,23291
HSP   ,2,NSS00492            ,SilverSmart                   ,36,1000,300000,3,24846
HSP   ,2,NSS00493            ,SilverSmart                   ,37,1000,300000,3,24846
HSP   ,2,NSS00494            ,SilverSmart                   ,38,1000,300000,3,24846
HSP   ,2,NSS00495            ,SilverSmart                   ,39,1000,300000,3,24846
HSP   ,2,NSS00496            ,SilverSmart                   ,40,1000,300000,3,24846
HSP   ,2,NSS00497            ,SilverSmart                   ,41,1000,300000,3,24846
HSP   ,2,NSS00498            ,SilverSmart                   ,42,1000,300000,3,24846
HSP   ,2,NSS00499            ,SilverSmart                   ,43,1000,300000,3,24846
HSP   ,2,NSS00500            ,SilverSmart                   ,44,1000,300000,3,27553
HSP   ,2,NSS00501            ,SilverSmart                   ,45,1000,300000,3,30260
HSP   ,2,NSS00502            ,SilverSmart                   ,46,1000,300000,3,32967
HSP   ,2,NSS00503            ,SilverSmart                   ,47,1000,300000,3,32967
HSP   ,2,NSS00504            ,SilverSmart                   ,48,1000,300000,3,32967
HSP   ,2,NSS00505            ,SilverSmart                   ,49,1000,300000,3,36693
HSP   ,2,NSS00506            ,SilverSmart                   ,50,1000,300000,3,40419
HSP   ,2,NSS00507            ,SilverSmart                   ,51,1000,300000,3,44145
HSP   ,2,NSS00508            ,SilverSmart                   ,52,1000,300000,3,44145
HSP   ,2,NSS00509            ,SilverSmart                   ,53,1000,300000,3,44145
HSP   ,2,NSS00510            ,SilverSmart                   ,54,1000,300000,3,47018
HSP   ,2,NSS00511            ,SilverSmart                   ,55,1000,300000,3,49891
HSP   ,2,NSS00512            ,SilverSmart                   ,56,1000,300000,3,52764
HSP   ,2,NSS00513            ,SilverSmart                   ,57,1000,300000,3,52764
HSP   ,2,NSS00514            ,SilverSmart                   ,58,1000,300000,3,52764
HSP   ,2,NSS00515            ,SilverSmart                   ,59,1000,300000,3,59208
HSP   ,2,NSS00516            ,SilverSmart                   ,60,1000,300000,3,65652
HSP   ,2,NSS00517            ,SilverSmart                   ,61,1000,300000,3,72096
HSP   ,2,NSS00518            ,SilverSmart                   ,62,1000,300000,3,72096
HSP   ,2,NSS00519            ,SilverSmart                   ,63,1000,300000,3,72096
HSP   ,2,NSS00520            ,SilverSmart                   ,64,1000,300000,3,78529
HSP   ,2,NSS00521            ,SilverSmart                   ,65,1000,300000,3,84962
HSP   ,2,NSS00522            ,SilverSmart                   ,66,1000,300000,3,91395
HSP   ,2,NSS00523            ,SilverSmart                   ,67,1000,300000,3,91395
HSP   ,2,NSS00524            ,SilverSmart                   ,68,1000,300000,3,91395
HSP   ,2,NSS00525            ,SilverSmart                   ,69,1000,300000,3,99972
HSP   ,2,NSS00526            ,SilverSmart                   ,70,1000,300000,3,108549
HSP   ,2,NSS00527            ,SilverSmart                   ,71,1000,300000,3,117126
HSP   ,2,NSS00528            ,SilverSmart                   ,72,1000,300000,3,117126
HSP   ,2,NSS00529            ,SilverSmart                   ,73,1000,300000,3,117126
HSP   ,2,NSS00530            ,SilverSmart                   ,74,1000,300000,3,117126
HSP   ,2,NSS00531            ,SilverSmart                   ,75,1000,300000,3,117126
HSP   ,2,NSS00532            ,SilverSmart                   ,76,1000,300000,3,117126
HSP   ,2,NSS00533            ,SilverSmart                   ,77,1000,300000,3,117126
HSP   ,2,NSS00534            ,SilverSmart                   ,78,1000,300000,3,117126
HSP   ,2,NSS00535            ,SilverSmart                   ,79,1000,300000,3,117126
HSP   ,2,NSS00536            ,SilverSmart                   ,80,1000,300000,3,117126
HSP   ,2,NSS00537            ,SilverSmart                   ,81,1000,300000,3,117126
HSP   ,2,NSS00538            ,SilverSmart                   ,82,1000,300000,3,117126
HSP   ,2,NSS00539            ,SilverSmart                   ,83,1000,300000,3,117126
HSP   ,2,NSS00540            ,SilverSmart                   ,84,1000,300000,3,117126
HSP   ,2,NSS00541            ,SilverSmart                   ,85,1000,300000,3,117126
HSP   ,2,NSS00542            ,SilverSmart                   ,86,1000,300000,3,117126
HSP   ,2,NSS00543            ,SilverSmart                   ,87,1000,300000,3,117126
HSP   ,2,NSS00544            ,SilverSmart                   ,88,1000,300000,3,117126
HSP   ,2,NSS00545            ,SilverSmart                   ,89,1000,300000,3,117126
HSP   ,2,NSS00546            ,SilverSmart                   ,90,1000,300000,3,117126
HSP   ,2,NSS00547            ,SilverSmart                   ,0,1000,400000,3,16215
HSP   ,2,NSS00548            ,SilverSmart                   ,1,1000,400000,3,16215
HSP   ,2,NSS00549            ,SilverSmart                   ,2,1000,400000,3,16215
HSP   ,2,NSS00550            ,SilverSmart                   ,3,1000,400000,3,16215
HSP   ,2,NSS00551            ,SilverSmart                   ,4,1000,400000,3,16215
HSP   ,2,NSS00552            ,SilverSmart                   ,5,1000,400000,3,16215
HSP   ,2,NSS00553            ,SilverSmart                   ,6,1000,400000,3,16215
HSP   ,2,NSS00554            ,SilverSmart                   ,7,1000,400000,3,16215
HSP   ,2,NSS00555            ,SilverSmart                   ,8,1000,400000,3,16215
HSP   ,2,NSS00556            ,SilverSmart                   ,9,1000,400000,3,16215
HSP   ,2,NSS00557            ,SilverSmart                   ,10,1000,400000,3,16215
HSP   ,2,NSS00558            ,SilverSmart                   ,11,1000,400000,3,16215
HSP   ,2,NSS00559            ,SilverSmart                   ,12,1000,400000,3,16215
HSP   ,2,NSS00560            ,SilverSmart                   ,13,1000,400000,3,16215
HSP   ,2,NSS00561            ,SilverSmart                   ,14,1000,400000,3,16215
HSP   ,2,NSS00562            ,SilverSmart                   ,15,1000,400000,3,16215
HSP   ,2,NSS00563            ,SilverSmart                   ,16,1000,400000,3,17877
HSP   ,2,NSS00564            ,SilverSmart                   ,17,1000,400000,3,19539
HSP   ,2,NSS00565            ,SilverSmart                   ,18,1000,400000,3,21201
HSP   ,2,NSS00566            ,SilverSmart                   ,19,1000,400000,3,21201
HSP   ,2,NSS00567            ,SilverSmart                   ,20,1000,400000,3,21201
HSP   ,2,NSS00568            ,SilverSmart                   ,21,1000,400000,3,21201
HSP   ,2,NSS00569            ,SilverSmart                   ,22,1000,400000,3,21201
HSP   ,2,NSS00570            ,SilverSmart                   ,23,1000,400000,3,21201
HSP   ,2,NSS00571            ,SilverSmart                   ,24,1000,400000,3,21201
HSP   ,2,NSS00572            ,SilverSmart                   ,25,1000,400000,3,21201
HSP   ,2,NSS00573            ,SilverSmart                   ,26,1000,400000,3,21201
HSP   ,2,NSS00574            ,SilverSmart                   ,27,1000,400000,3,21201
HSP   ,2,NSS00575            ,SilverSmart                   ,28,1000,400000,3,21201
HSP   ,2,NSS00576            ,SilverSmart                   ,29,1000,400000,3,21201
HSP   ,2,NSS00577            ,SilverSmart                   ,30,1000,400000,3,21201
HSP   ,2,NSS00578            ,SilverSmart                   ,31,1000,400000,3,21201
HSP   ,2,NSS00579            ,SilverSmart                   ,32,1000,400000,3,21201
HSP   ,2,NSS00580            ,SilverSmart                   ,33,1000,400000,3,21201
HSP   ,2,NSS00581            ,SilverSmart                   ,34,1000,400000,3,22712
HSP   ,2,NSS00582            ,SilverSmart                   ,35,1000,400000,3,24223
HSP   ,2,NSS00583            ,SilverSmart                   ,36,1000,400000,3,25734
HSP   ,2,NSS00584            ,SilverSmart                   ,37,1000,400000,3,25734
HSP   ,2,NSS00585            ,SilverSmart                   ,38,1000,400000,3,25734
HSP   ,2,NSS00586            ,SilverSmart                   ,39,1000,400000,3,25734
HSP   ,2,NSS00587            ,SilverSmart                   ,40,1000,400000,3,25734
HSP   ,2,NSS00588            ,SilverSmart                   ,41,1000,400000,3,25734
HSP   ,2,NSS00589            ,SilverSmart                   ,42,1000,400000,3,25734
HSP   ,2,NSS00590            ,SilverSmart                   ,43,1000,400000,3,25734
HSP   ,2,NSS00591            ,SilverSmart                   ,44,1000,400000,3,28500
HSP   ,2,NSS00592            ,SilverSmart                   ,45,1000,400000,3,31266
HSP   ,2,NSS00593            ,SilverSmart                   ,46,1000,400000,3,34032
HSP   ,2,NSS00594            ,SilverSmart                   ,47,1000,400000,3,34032
HSP   ,2,NSS00595            ,SilverSmart                   ,48,1000,400000,3,34032
HSP   ,2,NSS00596            ,SilverSmart                   ,49,1000,400000,3,37860
HSP   ,2,NSS00597            ,SilverSmart                   ,50,1000,400000,3,41688
HSP   ,2,NSS00598            ,SilverSmart                   ,51,1000,400000,3,45516
HSP   ,2,NSS00599            ,SilverSmart                   ,52,1000,400000,3,45516
HSP   ,2,NSS00600            ,SilverSmart                   ,53,1000,400000,3,45516
HSP   ,2,NSS00601            ,SilverSmart                   ,54,1000,400000,3,48604
HSP   ,2,NSS00602            ,SilverSmart                   ,55,1000,400000,3,51692
HSP   ,2,NSS00603            ,SilverSmart                   ,56,1000,400000,3,54780
HSP   ,2,NSS00604            ,SilverSmart                   ,57,1000,400000,3,54780
HSP   ,2,NSS00605            ,SilverSmart                   ,58,1000,400000,3,54780
HSP   ,2,NSS00606            ,SilverSmart                   ,59,1000,400000,3,61422
HSP   ,2,NSS00607            ,SilverSmart                   ,60,1000,400000,3,68064
HSP   ,2,NSS00608            ,SilverSmart                   ,61,1000,400000,3,74706
HSP   ,2,NSS00609            ,SilverSmart                   ,62,1000,400000,3,74706
HSP   ,2,NSS00610            ,SilverSmart                   ,63,1000,400000,3,74706
HSP   ,2,NSS00611            ,SilverSmart                   ,64,1000,400000,3,81337
HSP   ,2,NSS00612            ,SilverSmart                   ,65,1000,400000,3,87968
HSP   ,2,NSS00613            ,SilverSmart                   ,66,1000,400000,3,94599
HSP   ,2,NSS00614            ,SilverSmart                   ,67,1000,400000,3,94599
HSP   ,2,NSS00615            ,SilverSmart                   ,68,1000,400000,3,94599
HSP   ,2,NSS00616            ,SilverSmart                   ,69,1000,400000,3,103441
HSP   ,2,NSS00617            ,SilverSmart                   ,70,1000,400000,3,112283
HSP   ,2,NSS00618            ,SilverSmart                   ,71,1000,400000,3,121125
HSP   ,2,NSS00619            ,SilverSmart                   ,72,1000,400000,3,121125
HSP   ,2,NSS00620            ,SilverSmart                   ,73,1000,400000,3,121125
HSP   ,2,NSS00621            ,SilverSmart                   ,74,1000,400000,3,121125
HSP   ,2,NSS00622            ,SilverSmart                   ,75,1000,400000,3,121125
HSP   ,2,NSS00623            ,SilverSmart                   ,76,1000,400000,3,121125
HSP   ,2,NSS00624            ,SilverSmart                   ,77,1000,400000,3,121125
HSP   ,2,NSS00625            ,SilverSmart                   ,78,1000,400000,3,121125
HSP   ,2,NSS00626            ,SilverSmart                   ,79,1000,400000,3,121125
HSP   ,2,NSS00627            ,SilverSmart                   ,80,1000,400000,3,121125
HSP   ,2,NSS00628            ,SilverSmart                   ,81,1000,400000,3,121125
HSP   ,2,NSS00629            ,SilverSmart                   ,82,1000,400000,3,121125
HSP   ,2,NSS00630            ,SilverSmart                   ,83,1000,400000,3,121125
HSP   ,2,NSS00631            ,SilverSmart                   ,84,1000,400000,3,121125
HSP   ,2,NSS00632            ,SilverSmart                   ,85,1000,400000,3,121125
HSP   ,2,NSS00633            ,SilverSmart                   ,86,1000,400000,3,121125
HSP   ,2,NSS00634            ,SilverSmart                   ,87,1000,400000,3,121125
HSP   ,2,NSS00635            ,SilverSmart                   ,88,1000,400000,3,121125
HSP   ,2,NSS00636            ,SilverSmart                   ,89,1000,400000,3,121125
HSP   ,2,NSS00637            ,SilverSmart                   ,90,1000,400000,3,121125
HSP   ,1,NSS00638            ,SilverSmart                   ,0,1000,400000,3,20493
HSP   ,1,NSS00639            ,SilverSmart                   ,1,1000,400000,3,20493
HSP   ,1,NSS00640            ,SilverSmart                   ,2,1000,400000,3,20493
HSP   ,1,NSS00641            ,SilverSmart                   ,3,1000,400000,3,20493
HSP   ,1,NSS00642            ,SilverSmart                   ,4,1000,400000,3,20493
HSP   ,1,NSS00643            ,SilverSmart                   ,5,1000,400000,3,20493
HSP   ,1,NSS00644            ,SilverSmart                   ,6,1000,400000,3,20493
HSP   ,1,NSS00645            ,SilverSmart                   ,7,1000,400000,3,20493
HSP   ,1,NSS00646            ,SilverSmart                   ,8,1000,400000,3,20493
HSP   ,1,NSS00647            ,SilverSmart                   ,9,1000,400000,3,20493
HSP   ,1,NSS00648            ,SilverSmart                   ,10,1000,400000,3,20493
HSP   ,1,NSS00649            ,SilverSmart                   ,11,1000,400000,3,20493
HSP   ,1,NSS00650            ,SilverSmart                   ,12,1000,400000,3,20493
HSP   ,1,NSS00651            ,SilverSmart                   ,13,1000,400000,3,20493
HSP   ,1,NSS00652            ,SilverSmart                   ,14,1000,400000,3,20493
HSP   ,1,NSS00653            ,SilverSmart                   ,15,1000,400000,3,20493
HSP   ,1,NSS00654            ,SilverSmart                   ,16,1000,400000,3,22970
HSP   ,1,NSS00655            ,SilverSmart                   ,17,1000,400000,3,25447
HSP   ,1,NSS00656            ,SilverSmart                   ,18,1000,400000,3,27924
HSP   ,1,NSS00657            ,SilverSmart                   ,19,1000,400000,3,27924
HSP   ,1,NSS00658            ,SilverSmart                   ,20,1000,400000,3,27924
HSP   ,1,NSS00659            ,SilverSmart                   ,21,1000,400000,3,27924
HSP   ,1,NSS00660            ,SilverSmart                   ,22,1000,400000,3,27924
HSP   ,1,NSS00661            ,SilverSmart                   ,23,1000,400000,3,27924
HSP   ,1,NSS00662            ,SilverSmart                   ,24,1000,400000,3,27924
HSP   ,1,NSS00663            ,SilverSmart                   ,25,1000,400000,3,27924
HSP   ,1,NSS00664            ,SilverSmart                   ,26,1000,400000,3,27924
HSP   ,1,NSS00665            ,SilverSmart                   ,27,1000,400000,3,27924
HSP   ,1,NSS00666            ,SilverSmart                   ,28,1000,400000,3,27924
HSP   ,1,NSS00667            ,SilverSmart                   ,29,1000,400000,3,27924
HSP   ,1,NSS00668            ,SilverSmart                   ,30,1000,400000,3,27924
HSP   ,1,NSS00669            ,SilverSmart                   ,31,1000,400000,3,27924
HSP   ,1,NSS00670            ,SilverSmart                   ,32,1000,400000,3,27924
HSP   ,1,NSS00671            ,SilverSmart                   ,33,1000,400000,3,27924
HSP   ,1,NSS00672            ,SilverSmart                   ,34,1000,400000,3,29765
HSP   ,1,NSS00673            ,SilverSmart                   ,35,1000,400000,3,31606
HSP   ,1,NSS00674            ,SilverSmart                   ,36,1000,400000,3,33447
HSP   ,1,NSS00675            ,SilverSmart                   ,37,1000,400000,3,33447
HSP   ,1,NSS00676            ,SilverSmart                   ,38,1000,400000,3,33447
HSP   ,1,NSS00677            ,SilverSmart                   ,39,1000,400000,3,33447
HSP   ,1,NSS00678            ,SilverSmart                   ,40,1000,400000,3,33447
HSP   ,1,NSS00679            ,SilverSmart                   ,41,1000,400000,3,33447
HSP   ,1,NSS00680            ,SilverSmart                   ,42,1000,400000,3,33447
HSP   ,1,NSS00681            ,SilverSmart                   ,43,1000,400000,3,33447
HSP   ,1,NSS00682            ,SilverSmart                   ,44,1000,400000,3,36917
HSP   ,1,NSS00683            ,SilverSmart                   ,45,1000,400000,3,40387
HSP   ,1,NSS00684            ,SilverSmart                   ,46,1000,400000,3,43857
HSP   ,1,NSS00685            ,SilverSmart                   ,47,1000,400000,3,43857
HSP   ,1,NSS00686            ,SilverSmart                   ,48,1000,400000,3,43857
HSP   ,1,NSS00687            ,SilverSmart                   ,49,1000,400000,3,48508
HSP   ,1,NSS00688            ,SilverSmart                   ,50,1000,400000,3,53159
HSP   ,1,NSS00689            ,SilverSmart                   ,51,1000,400000,3,57810
HSP   ,1,NSS00690            ,SilverSmart                   ,52,1000,400000,3,57810
HSP   ,1,NSS00691            ,SilverSmart                   ,53,1000,400000,3,57810
HSP   ,1,NSS00692            ,SilverSmart                   ,54,1000,400000,3,61912
HSP   ,1,NSS00693            ,SilverSmart                   ,55,1000,400000,3,66014
HSP   ,1,NSS00694            ,SilverSmart                   ,56,1000,400000,3,70116
HSP   ,1,NSS00695            ,SilverSmart                   ,57,1000,400000,3,70116
HSP   ,1,NSS00696            ,SilverSmart                   ,58,1000,400000,3,70116
HSP   ,1,NSS00697            ,SilverSmart                   ,59,1000,400000,3,78255
HSP   ,1,NSS00698            ,SilverSmart                   ,60,1000,400000,3,86394
HSP   ,1,NSS00699            ,SilverSmart                   ,61,1000,400000,3,94533
HSP   ,1,NSS00700            ,SilverSmart                   ,62,1000,400000,3,94533
HSP   ,1,NSS00701            ,SilverSmart                   ,63,1000,400000,3,94533
HSP   ,1,NSS00702            ,SilverSmart                   ,64,1000,400000,3,102863
HSP   ,1,NSS00703            ,SilverSmart                   ,65,1000,400000,3,111193
HSP   ,1,NSS00704            ,SilverSmart                   ,66,1000,400000,3,119523
HSP   ,1,NSS00705            ,SilverSmart                   ,67,1000,400000,3,119523
HSP   ,1,NSS00706            ,SilverSmart                   ,68,1000,400000,3,119523
HSP   ,1,NSS00707            ,SilverSmart                   ,69,1000,400000,3,130738
HSP   ,1,NSS00708            ,SilverSmart                   ,70,1000,400000,3,141953
HSP   ,1,NSS00709            ,SilverSmart                   ,71,1000,400000,3,153168
HSP   ,1,NSS00710            ,SilverSmart                   ,72,1000,400000,3,153168
HSP   ,1,NSS00711            ,SilverSmart                   ,73,1000,400000,3,153168
HSP   ,1,NSS00712            ,SilverSmart                   ,74,1000,400000,3,153168
HSP   ,1,NSS00713            ,SilverSmart                   ,75,1000,400000,3,153168
